id,NumDots,SubdomainLevel,PathLevel,UrlLength,NumDash,NumDashInHostname,AtSymbol,TildeSymbol,NumUnderscore,NumPercent,NumQueryComponents,NumAmpersand,NumHash,NumNumericChars,NoHttps,RandomString,IpAddress,DomainInSubdomains,DomainInPaths,HostnameLength,PathLength,QueryLength,DoubleSlashInPath,NumSensitiveWords,EmbeddedBrandName,PctExtHyperlinks,PctExtResourceUrls,ExtFavicon,InsecureForms,RelativeFormAction,ExtFormAction,AbnormalFormAction,PctNullSelfRedirectHyperlinks,FrequentDomainNameMismatch,FakeLinkInStatusBar,RightClickDisabled,PopUpWindow,SubmitInfoToEmail,IframeOrFrame,MissingTitle,ImagesOnlyInForm,SubdomainLevelRT,UrlLengthRT,PctExtResourceUrlsRT,AbnormalExtFormActionR,ExtMetaScriptLinkRT,PctExtNullSelfRedirectHyperlinksRT,
8025,0.1,0.071428571,0.055555556,0.10460251,0,0,0,0,0,0,0.052631579,0,0,0.034090909,1,0,0,0,0,0,0.054545455,0.080745342,0.031914894,0,0,0,0.032786885,0.328125,0,1,1,0,0,0.010928962,0,0,0,0,1,0,0,0,1,1,0.5,1,0.5,1
8026,0,0,0.111111111,0.271966527,0.109090909,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.054545455,0.372670807,0,0,0,0,0.227272727,0.43902439,0,1,1,0,0,0.018181818,0,0,0,0,0,1,0,0,1,0,1,1,0.5,1
8027,0.05,0,0.111111111,0.322175732,0.145454545,0,0,0,0,0,0,0,0,0.011363636,1,0,0,0,1,0,0.136363636,0.391304348,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
8028,0.05,0,0.111111111,0.142259414,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.172727273,0.099378882,0,0,0.333333333,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
8029,0.05,0,0.111111111,0.29707113,0,0,0,0,0,0,0.157894737,0.142857143,0,0.034090909,1,1,0,0,1,0,0.127272727,0.161490683,0.164893617,0,0,0,0.053333333,0.096153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.5,1
8030,0.05,0.071428571,0.277777778,0.158995816,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.145454545,0.142857143,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
8031,0.05,0.071428571,0,0.058577406,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.127272727,0.00621118,0,0,0,0,0.5,0.80952381,0,0,0,0,0,0.1,0,0,0,0,0,1,0,0,1,1,0,1,0.5,0.5
8032,0,0,0.222222222,0.112970711,0,0,0,0,0,0,0,0,0,0.090909091,1,1,0,0,0,0,0.145454545,0.074534161,0,0,0,0,0.475687104,0.52173913,0,1,0,1,0,0.002114165,0,0,0,0,0,0,0,0,1,1,0,0.5,0.5,0.5
8033,0.1,0.071428571,0.333333333,0.213389121,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.145454545,0.223602484,0,0,0.333333333,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.5,0,1,0,0
8034,0.05,0,0.388888889,0.334728033,0.018181818,0.111111111,0,0,0.0625,0,0,0,0,0.147727273,1,1,0,0,0,0,0.163636364,0.391304348,0,0,0.333333333,0,0,0.333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.5,1
8035,0.05,0.071428571,0,0.410041841,0.072727273,0,0,0,0.0625,0,0.263157895,0.285714286,0,0.125,1,1,0,0,0,0,0.063636364,0.00621118,0.478723404,0,0,0,0.004457652,0.003597122,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0.5,1
8036,0.05,0.071428571,0.055555556,0.062761506,0,0,0,0,0,0,0,0,0,0.045454545,1,1,0,0,0,0,0.081818182,0.043478261,0,0,0,0,0,0.206896552,0,1,0,0,0,0.024691358,0,0,0,0,1,1,0,0,1,1,1,1,0,1
8037,0,0,0.444444444,0.330543933,0.054545455,0,0,0,0,0,0,0,0,0.102272727,1,1,0,0,1,0,0.072727273,0.447204969,0,0,0,0,0.314465409,0.275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.5,0.5
8038,0,0,0,0.10041841,0,0,0,0,0.125,0,0.052631579,0,0,0.045454545,1,0,0,0,0,0,0.081818182,0.00621118,0.074468085,0,0,0,0.102803738,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
8039,0,0,0.166666667,0.188284519,0.018181818,0.111111111,0,0,0,0,0,0,0,0.238636364,1,1,0,0,0,0,0.072727273,0.236024845,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,1,1,1,1
8040,0,0,0.111111111,0.071129707,0.018181818,0.111111111,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.072727273,0.062111801,0,0,0,0,0,0.736842105,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0.5,1,0,0
8041,0.05,0.071428571,0.166666667,0.230125523,0,0,0,0,0,0,0,0,0,0.227272727,1,1,0,0,0,0,0.136363636,0.254658385,0,0,0,0,0,0.142857143,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.5,1,1,0.5,0
8042,0.1,0,0.277777778,0.171548117,0.036363636,0.111111111,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.090909091,0.198757764,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0.5,1,1,1,0
8043,0.05,0,0.333333333,0.217573222,0,0,0,0,0.0625,0,0,0,0,0,1,1,0,0,0,0,0.063636364,0.285714286,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0.5,1,1,1,1
8044,0.05,0.071428571,0.166666667,0.175732218,0,0,0,0,0,0.052631579,0,0,0,0.022727273,1,1,0,0,0,0,0.2,0.130434783,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,1,1,1,1
8045,0.1,0.071428571,0.222222222,0.188284519,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.136363636,0.192546584,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,1,1,1,1
8046,0.05,0.071428571,0.222222222,0.108786611,0,0,0,0,0,0,0,0,0,0.034090909,1,0,0,0,0,0,0.081818182,0.111801242,0,0,0,0,0,0.074074074,0,1,0,0,0,0.013333333,0,0,0,0,0,1,0,0,1,1,1,1,1,1
8047,0.05,0.071428571,0.166666667,0.125523013,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.118181818,0.111801242,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
8048,0.1,0.071428571,0.111111111,0.167364017,0,0,0,0,0,0,0,0,0,0.034090909,1,1,0,0,1,0,0.227272727,0.099378882,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0
8049,0,0,0.222222222,0.146443515,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.054545455,0.186335404,0,0,0,1,0.923076923,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0
8050,0.1,0.071428571,0.222222222,0.485355649,0.018181818,0,0,0,0.6875,0,0,0,0,0.25,1,1,0,0,1,0,0.2,0.590062112,0,0,0,0,0.006060606,0.020556227,0,1,1,0,0,0.006060606,0,0,0,0,0,0,0,0,1,0,1,1,0.5,1
8051,0.1,0.071428571,0.111111111,0.075313808,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.127272727,0.031055901,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
8052,0.1,0.071428571,0.055555556,0.125523013,0,0,0,0,0,0,0.052631579,0,0,0.045454545,1,0,0,0,1,0,0.118181818,0.062111801,0.037234043,0,0,0,0.166666667,0.578947368,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0.5,1
8053,0.1,0.071428571,0.166666667,0.138075314,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.172727273,0.093167702,0,0,0,0,0.5,0,0,1,0,0,0,0.5,0,0,0,0,0,1,0,0,1,1,1,1,1,0
8054,0,0,0.166666667,0.368200837,0.2,0.111111111,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.118181818,0.472049689,0,0,0,0,0.102739726,0.666666667,0,1,1,1,0,0.01369863,0,0,0,0,0,1,0,0,1,0,0,0.5,0.5,1
8055,0,0,0,0.050209205,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.109090909,0.00621118,0,0,0,0,0.035714286,1,1,1,0,0,0,0.071428571,0,0,0,0,0,0,0,0,1,1,0,1,0,1
8056,0.05,0.071428571,0.166666667,0.121338912,0.018181818,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.154545455,0.080745342,0,0,0,0,0.027027027,0.5,0,1,0,0,0,0.009009009,0,0,0,0,0,1,0,0,1,1,0.5,1,0.5,1
8057,0.05,0.071428571,0.055555556,0.075313808,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.109090909,0.043478261,0,0,0,0,0.005537099,0.047169811,0,1,0,0,0,0.011074197,0,0,0,0,0,0,0,0,1,1,1,1,0.5,1
8058,0.05,0,0.111111111,0.171548117,0,0,0,0,0.0625,0,0,0,0,0.045454545,1,1,0,0,0,0,0.109090909,0.186335404,0,0,0,0,0.923076923,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.5,1,1,0,0
8059,0.1,0.071428571,0.444444444,0.171548117,0.018181818,0.111111111,0,0,0,0,0,0,0,0.022727273,1,0,0,0,0,0,0.1,0.192546584,0,0,0,0,1,0.142857143,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.5,1,1,0.5,0
8060,0.05,0,0.277777778,0.179916318,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.109090909,0.198757764,0,0,0.333333333,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.5,0,1,0,0
8061,0.05,0,0.222222222,0.158995816,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.063636364,0.198757764,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
8062,0.1,0.071428571,0.277777778,0.213389121,0.018181818,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.172727273,0.204968944,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,1,1,1,1
8063,0.05,0.071428571,0,0.112970711,0,0,0,0,0,0,0.052631579,0,0,0,1,0,0,0,0,0,0.1,0.00621118,0.079787234,0,0,0,0,0.166666667,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,1
8064,0.1,0,0.277777778,0.506276151,0.2,0,0,0,0,0,0,0,0,0.056818182,1,0,0,0,1,0,0.1,0.689440994,0,0,0,0,0.5,0.9375,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0.5
8065,0.05,0.071428571,0.111111111,0.125523013,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.118181818,0.111801242,0,0,0,0,0.141509434,0.228571429,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0.5,1
8066,0.05,0,0.166666667,0.640167364,0.018181818,0,0,0,0.4375,0,0.105263158,0.142857143,0,0.284090909,1,1,0,0,1,0,0.127272727,0.322981366,0.462765957,0,0,0,0,0.2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.5,1
8067,0.05,0,0.222222222,0.175732218,0.018181818,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.109090909,0.192546584,0,0,0,0,0,0.153846154,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,1,1,1,1
8068,0.1,0,0.111111111,0.150627615,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.145454545,0.130434783,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0
8069,0.05,0.071428571,0.166666667,0.188284519,0.036363636,0,0,0,0,0,0,0,0,0.090909091,1,1,0,0,0,0,0.136363636,0.192546584,0,0,0,0,0.311827957,0.55,0,1,1,0,1,0.010752688,0,0,0,0,0,1,0,0,1,0.5,0.5,0,0.5,0.5
8070,0.15,0.071428571,0.166666667,0.158995816,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.209090909,0.099378882,0,0,0,0,0,0.071428571,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0
8071,0,0,0.333333333,0.322175732,0.109090909,0,0,0,0,0,0,0,0,0.068181818,1,1,0,0,1,0,0.109090909,0.409937888,0,0,0,0,0.386666667,0.991150443,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0.5
8072,0.15,0.071428571,0.111111111,0.209205021,0.054545455,0,0,0,0,0,0,0,0,0.079545455,1,0,0,0,0,0,0.136363636,0.111801242,0.090425532,0,0,0,0.161764706,0.761904762,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,1,0.5,1
8073,0.05,0,0.111111111,0.163179916,0.018181818,0.111111111,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0.111801242,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0
8074,0.05,0,0.166666667,0.112970711,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0.105590062,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0
8075,0.1,0.071428571,0.277777778,0.205020921,0.018181818,0,0,0,0,0,0,0,0,0.125,1,1,0,0,1,0,0.072727273,0.260869565,0,0,0,0,0.080645161,0.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.5,1,1,1,1
8076,0.05,0,0,0.351464435,0,0,0,0,0.0625,0,0.263157895,0.285714286,0,0.125,1,0,0,0,0,0,0.118181818,0.00621118,0.372340426,0,0,0,0.189944134,0.08490566,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0.5,1,1
8077,0.15,0.071428571,0.333333333,0.355648536,0.018181818,0,0,0,0,0,0.052631579,0,0,0.068181818,1,1,0,0,0,0,0.218181818,0.273291925,0.090425532,0,0.333333333,0,0.375,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.5,0.5
8078,0.05,0,0.277777778,0.263598326,0.036363636,0,0,0,0,0.105263158,0,0,0,0.045454545,1,1,0,0,1,0,0.163636364,0.285714286,0,0,0.333333333,0,0.916666667,0.542168675,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0.5,1,0.5,0
8079,0.05,0.071428571,0.166666667,0.267782427,0,0,0,0,0,0,0,0,0,0.329545455,1,1,0,0,0,0,0.127272727,0.074534161,0.20212766,0,0.333333333,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1
8080,0.05,0.071428571,0.166666667,0.125523013,0,0,0,0,0,0,0,0,0,0.011363636,1,0,0,0,0,0,0.163636364,0.080745342,0,0,0,0,0.074074074,0,0,1,1,0,1,0.925925926,0,0,0,0,0,0,0,0,1,1,1,0,1,0
8081,0,0,0.111111111,0.083682008,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.145454545,0.031055901,0,0,0,0,0,0.785714286,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0
8082,0.1,0.071428571,0.166666667,0.19665272,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.227272727,0.142857143,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,1,1,1,1
8083,0.05,0,0.111111111,0.092050209,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.090909091,0.080745342,0,0,0,0,0.923076923,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0
8084,0.15,0.142857143,0.222222222,0.221757322,0.018181818,0,0,0,0,0,0,0,0,0.045454545,1,1,0,0,0,0,0.190909091,0.204968944,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0.5,0,0.5,0,0
8085,0,0,0.111111111,0.150627615,0.018181818,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.127272727,0.142857143,0,0,0,0,0.022727273,0.022222222,0,0,0,0,0,0.022727273,0,0,0,0,0,0,0,0,1,1,1,1,1,1
8086,0.05,0.071428571,0.111111111,0.154811715,0.018181818,0.111111111,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.263636364,0.049689441,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0
8087,0.1,0,0.222222222,0.150627615,0,0,0,0,0.0625,0,0,0,0,0,1,0,0,0,0,0,0.036363636,0.204968944,0,0,0,0,1,0.017391304,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0.5,1,0
8088,0.25,0.071428571,0.277777778,0.292887029,0,0,0,0,0.0625,0,0,0,0,0,1,1,0,0,1,0,0.127272727,0.354037267,0,0,0.333333333,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
8089,0.05,0,0.055555556,0.133891213,0,0,0,0,0.0625,0,0,0,0,0,1,1,0,0,1,0,0.109090909,0.130434783,0,0,0,0,0.358108108,0.275862069,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0.5,0.5,0.5,0.5
8090,0.1,0.071428571,0.222222222,0.20083682,0.018181818,0,0,0,0,0,0.052631579,0,0,0.068181818,1,1,0,0,1,0,0.109090909,0.204968944,0.015957447,0,0,0,0,0.269230769,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0.5,1,0,0.5,1
8091,0,0,0.111111111,0.238493724,0.109090909,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0.027272727,0.341614907,0,0,0,0,0.150943396,0.78125,0,0,0,0,0,0.025157233,0,0,0,0,1,0,0,0,1,0.5,0,1,0.5,1
8092,0.1,0.071428571,0.111111111,0.125523013,0,0,0,0,0,0,0,0,0,0.034090909,1,1,0,0,1,0,0.127272727,0.105590062,0,0,0,0,0.923076923,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0.5,0,0
8093,0.1,0.142857143,0.444444444,0.351464435,0.036363636,0,0,0,0,0,0,0,0,0.090909091,1,1,0,0,1,0,0.209090909,0.385093168,0,0,0,0,0.0625,0.03030303,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5,0,1,1,1,1
8094,0,0,0.277777778,0.255230126,0.109090909,0,0,0,0,0,0,0,0,0.090909091,1,1,0,0,1,0,0.018181818,0.372670807,0,0,0,0,0.069264069,0.830508475,1,1,1,1,0,0.008658009,0,0,0,0,0,1,0,0,1,0.5,0,0.5,0,1
8095,0.15,0,0.111111111,0.167364017,0,0,0,0,0.0625,0,0,0,0,0.113636364,1,0,1,0,0,0,0.072727273,0.204968944,0,0,0.333333333,0,1,0.066666667,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0
8096,0.15,0.071428571,0.166666667,0.163179916,0.018181818,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.136363636,0.155279503,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0.5,1,0
8097,0.05,0.071428571,0.111111111,0.188284519,0.018181818,0.111111111,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.318181818,0.062111801,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.5,1,1,1,0
8098,0,0,0.277777778,0.234309623,0.072727273,0,0,0,0,0,0,0,0,0.090909091,1,1,0,0,0,0,0.154545455,0.248447205,0,0,0,0,0.106060606,0.972972973,1,1,1,1,0,0.060606061,0,0,0,0,0,1,0,0,1,0.5,0,0.5,0.5,1
8099,0.05,0,0.333333333,0.263598326,0.018181818,0,0,0,0.0625,0,0.052631579,0,0,0.090909091,1,1,0,0,1,0,0.072727273,0.236024845,0.090425532,0,0,0,0.019891501,0.211538462,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0.5,1
